ofac_id,uk_id,explanation
12114,9059,ofac_id: 12114 has a jaccard distance of 0.1578947368421053 with uk_id: 9059 from the name column
12127,11207,ofac_id: 12127 has a jaccard distance of 0.0 with uk_id: 11207 from the name column
12128,11205,ofac_id: 12128 has a jaccard distance of 0.0 with uk_id: 11205 from the name column
12129,11206,ofac_id: 12129 has a jaccard distance of 0.0 with uk_id: 11206 from the name column
12148,11270,ofac_id: 12148 has a jaccard distance of 0.045454545454545414 with uk_id: 11270 from the name column
12206,12032,ofac_id: 12206 has a jaccard distance of 0.0 with uk_id: 12032 from the name column
12209,12453,ofac_id: 12209 has a jaccard distance of 0.11111111111111116 with uk_id: 12453 from the name column
12210,12448,ofac_id: 12210 has a jaccard distance of 0.20588235294117652 with uk_id: 12448 from the name column
12211,12439,ofac_id: 12211 has a jaccard distance of 0.0 with uk_id: 12439 from the name column
12212,11282,ofac_id: 12212 has a jaccard distance of 0.032258064516129004 with uk_id: 11282 from the name column
12213,11285,ofac_id: 12213 has a jaccard distance of 0.052631578947368474 with uk_id: 11285 from the name column
12214,12447,ofac_id: 12214 has a jaccard distance of 0.03448275862068961 with uk_id: 12447 from the name column
12215,12871,ofac_id: 12215 has a jaccard distance of 0.0 with uk_id: 12871 from the name column
12218,10914,ofac_id: 12218 has a jaccard distance of 0.19999999999999996 with uk_id: 10914 from the name column
12219,11284,ofac_id: 12219 has a jaccard distance of 0.038461538461538436 with uk_id: 11284 from the name column
12220,11283,ofac_id: 12220 has a jaccard distance of 0.0357142857142857 with uk_id: 11283 from the name column
12251,11785,ofac_id: 12251 has a jaccard distance of 0.0 with uk_id: 11785 from the name column
12252,11797,ofac_id: 12252 has a jaccard distance of 0.08333333333333337 with uk_id: 11797 from the name column
12253,12189,ofac_id: 12253 has a jaccard distance of 0.0 with uk_id: 12189 from the name column
12255,12202,ofac_id: 12255 has a jaccard distance of 0.0 with uk_id: 12202 from the name column
12256,10644,ofac_id: 12256 has a jaccard distance of 0.0 with uk_id: 10644 from the name column
12257,11788,ofac_id: 12257 has a jaccard distance of 0.0 with uk_id: 11788 from the name column
12312,11286,ofac_id: 12312 has a jaccard distance of 0.05555555555555558 with uk_id: 11286 from the name column
12313,11287,ofac_id: 12313 has a jaccard distance of 0.02941176470588236 with uk_id: 11287 from the name column
12321,11277,ofac_id: 12321 has a jaccard distance of 0.0 with uk_id: 11277 from the name column
12322,11278,ofac_id: 12322 has a jaccard distance of 0.0 with uk_id: 11278 from the name column
12326,11276,ofac_id: 12326 has a jaccard distance of 0.0 with uk_id: 11276 from the name column
12328,11279,ofac_id: 12328 has a jaccard distance of 0.0 with uk_id: 11279 from the name column
12477,11580,ofac_id: 12477 has a jaccard distance of 0.05555555555555558 with uk_id: 11580 from the name column
12478,11581,ofac_id: 12478 has a jaccard distance of 0.11111111111111116 with uk_id: 11581 from the name column
12479,11233,ofac_id: 12479 has a jaccard distance of 0.08333333333333337 with uk_id: 11233 from the name column
12481,11582,ofac_id: 12481 has a jaccard distance of 0.11111111111111116 with uk_id: 11582 from the name column
12524,11158,ofac_id: 12524 has a jaccard distance of 0.21052631578947367 with uk_id: 11158 from the name column
12550,12259,ofac_id: 12550 has a jaccard distance of 0.18518518518518523 with uk_id: 12259 from the name column
12552,12262,ofac_id: 12552 has a jaccard distance of 0.06666666666666665 with uk_id: 12262 from the name column
12555,12234,ofac_id: 12555 has a jaccard distance of 0.0 with uk_id: 12234 from the name column
12596,11795,ofac_id: 12596 has a jaccard distance of 0.18181818181818177 with uk_id: 11795 from the name column
12599,12021,ofac_id: 12599 has a jaccard distance of 0.0 with uk_id: 12021 from the name column
12608,11640,ofac_id: 12608 has a jaccard distance of 0.0 with uk_id: 11640 from the name column
12633,11659,ofac_id: 12633 has a jaccard distance of 0.0 with uk_id: 11659 from the name column
12634,11658,ofac_id: 12634 has a jaccard distance of 0.0 with uk_id: 11658 from the name column
12635,11650,ofac_id: 12635 has a jaccard distance of 0.0 with uk_id: 11650 from the name column
12685,11711,ofac_id: 12685 has a jaccard distance of 0.022222222222222254 with uk_id: 11711 from the name column
12690,11699,ofac_id: 12690 has a jaccard distance of 0.1428571428571429 with uk_id: 11699 from the name column
12696,12451,ofac_id: 12696 has a jaccard distance of 0.07692307692307687 with uk_id: 12451 from the name column
12722,11901,ofac_id: 12722 has a jaccard distance of 0.0 with uk_id: 11901 from the name column
12725,11909,ofac_id: 12725 has a jaccard distance of 0.0 with uk_id: 11909 from the name column
12726,12055,ofac_id: 12726 has a jaccard distance of 0.22857142857142854 with uk_id: 12055 from the name column
12738,12024,ofac_id: 12738 has a jaccard distance of 0.0 with uk_id: 12024 from the name column
12740,11910,ofac_id: 12740 has a jaccard distance of 0.0 with uk_id: 11910 from the name column
12740,12421,ofac_id: 12740 has a jaccard distance of 0.0 with uk_id: 12421 from the name column
12742,12693,ofac_id: 12742 has a jaccard distance of 0.0 with uk_id: 12693 from the name column
12744,12152,ofac_id: 12744 has a jaccard distance of 0.08333333333333337 with uk_id: 12152 from the name column
12745,12017,ofac_id: 12745 has a jaccard distance of 0.06666666666666665 with uk_id: 12017 from the name column
12746,12018,ofac_id: 12746 has a jaccard distance of 0.038461538461538436 with uk_id: 12018 from the name column
12794,12499,ofac_id: 12794 has a jaccard distance of 0.12121212121212122 with uk_id: 12499 from the name column
12795,12454,ofac_id: 12795 has a jaccard distance of 0.0 with uk_id: 12454 from the name column
12797,12455,ofac_id: 12797 has a jaccard distance of 0.0 with uk_id: 12455 from the name column
12798,12456,ofac_id: 12798 has a jaccard distance of 0.0 with uk_id: 12456 from the name column
12812,11906,ofac_id: 12812 has a jaccard distance of 0.0 with uk_id: 11906 from the name column
12813,12054,ofac_id: 12813 has a jaccard distance of 0.0357142857142857 with uk_id: 12054 from the name column
12847,12203,ofac_id: 12847 has a jaccard distance of 0.050000000000000044 with uk_id: 12203 from the name column
12848,12487,ofac_id: 12848 has a jaccard distance of 0.03703703703703709 with uk_id: 12487 from the name column
12866,12433,ofac_id: 12866 has a jaccard distance of 0.21212121212121215 with uk_id: 12433 from the name column
12867,12644,ofac_id: 12867 has a jaccard distance of 0.04347826086956519 with uk_id: 12644 from the name column
12870,12696,ofac_id: 12870 has a jaccard distance of 0.038461538461538436 with uk_id: 12696 from the name column
12881,12690,ofac_id: 12881 has a jaccard distance of 0.0 with uk_id: 12690 from the name column
12884,13691,ofac_id: 12884 has a jaccard distance of 0.0 with uk_id: 13691 from the name column
12889,12148,ofac_id: 12889 has a jaccard distance of 0.02941176470588236 with uk_id: 12148 from the name column
12890,12629,ofac_id: 12890 has a jaccard distance of 0.0 with uk_id: 12629 from the name column
12915,12204,ofac_id: 12915 has a jaccard distance of 0.0 with uk_id: 12204 from the name column
12917,12630,ofac_id: 12917 has a jaccard distance of 0.0 with uk_id: 12630 from the name column
12920,12154,ofac_id: 12920 has a jaccard distance of 0.19999999999999996 with uk_id: 12154 from the name column
12924,12156,ofac_id: 12924 has a jaccard distance of 0.0 with uk_id: 12156 from the name column
12931,12207,ofac_id: 12931 has a jaccard distance of 0.23529411764705888 with uk_id: 12207 from the name column
12941,11200,ofac_id: 12941 has a jaccard distance of 0.03125 with uk_id: 11200 from the name column
12945,11779,ofac_id: 12945 has a jaccard distance of 0.0 with uk_id: 11779 from the name column
12950,11213,ofac_id: 12950 has a jaccard distance of 0.1333333333333333 with uk_id: 11213 from the name column
12956,11222,ofac_id: 12956 has a jaccard distance of 0.11111111111111116 with uk_id: 11222 from the name column
12958,12438,ofac_id: 12958 has a jaccard distance of 0.0 with uk_id: 12438 from the name column
13001,12011,ofac_id: 13001 has a jaccard distance of 0.0357142857142857 with uk_id: 12011 from the name column
13059,12502,ofac_id: 13059 has a jaccard distance of 0.0 with uk_id: 12502 from the name column
13099,12556,ofac_id: 13099 has a jaccard distance of 0.0 with uk_id: 12556 from the name column
13100,12695,ofac_id: 13100 has a jaccard distance of 0.1724137931034483 with uk_id: 12695 from the name column
13112,12050,ofac_id: 13112 has a jaccard distance of 0.0 with uk_id: 12050 from the name column
13115,11954,ofac_id: 13115 has a jaccard distance of 0.19444444444444442 with uk_id: 11954 from the name column
13153,11232,ofac_id: 13153 has a jaccard distance of 0.0 with uk_id: 11232 from the name column
13156,10656,ofac_id: 13156 has a jaccard distance of 0.032258064516129004 with uk_id: 10656 from the name column
13158,12700,ofac_id: 13158 has a jaccard distance of 0.0 with uk_id: 12700 from the name column
13168,13141,ofac_id: 13168 has a jaccard distance of 0.18518518518518523 with uk_id: 13141 from the name column
13357,12735,ofac_id: 13357 has a jaccard distance of 0.0 with uk_id: 12735 from the name column
13369,12737,ofac_id: 13369 has a jaccard distance of 0.0 with uk_id: 12737 from the name column
13372,12428,ofac_id: 13372 has a jaccard distance of 0.050000000000000044 with uk_id: 12428 from the name column
13373,12429,ofac_id: 13373 has a jaccard distance of 0.03448275862068961 with uk_id: 12429 from the name column
13440,12734,ofac_id: 13440 has a jaccard distance of 0.052631578947368474 with uk_id: 12734 from the name column
13471,12670,ofac_id: 13471 has a jaccard distance of 0.0 with uk_id: 12670 from the name column
13482,12427,ofac_id: 13482 has a jaccard distance of 0.08333333333333337 with uk_id: 12427 from the name column
15005,12704,ofac_id: 15005 has a jaccard distance of 0.052631578947368474 with uk_id: 12704 from the name column
15006,12703,ofac_id: 15006 has a jaccard distance of 0.0 with uk_id: 12703 from the name column
15097,11952,ofac_id: 15097 has a jaccard distance of 0.1470588235294118 with uk_id: 11952 from the name column
15194,12412,ofac_id: 15194 has a jaccard distance of 0.0 with uk_id: 12412 from the name column
15200,12775,ofac_id: 15200 has a jaccard distance of 0.23076923076923073 with uk_id: 12775 from the name column
15216,12760,ofac_id: 15216 has a jaccard distance of 0.0 with uk_id: 12760 from the name column
15217,12732,ofac_id: 15217 has a jaccard distance of 0.045454545454545414 with uk_id: 12732 from the name column
15218,12765,ofac_id: 15218 has a jaccard distance of 0.1071428571428571 with uk_id: 12765 from the name column
15220,12767,ofac_id: 15220 has a jaccard distance of 0.18181818181818177 with uk_id: 12767 from the name column
15221,12769,ofac_id: 15221 has a jaccard distance of 0.0 with uk_id: 12769 from the name column
15222,12505,ofac_id: 15222 has a jaccard distance of 0.0 with uk_id: 12505 from the name column
15223,12504,ofac_id: 15223 has a jaccard distance of 0.0 with uk_id: 12504 from the name column
15224,12640,ofac_id: 15224 has a jaccard distance of 0.0 with uk_id: 12640 from the name column
15225,12637,ofac_id: 15225 has a jaccard distance of 0.0 with uk_id: 12637 from the name column
15226,12636,ofac_id: 15226 has a jaccard distance of 0.0 with uk_id: 12636 from the name column
15227,12506,ofac_id: 15227 has a jaccard distance of 0.09090909090909094 with uk_id: 12506 from the name column
15486,13030,ofac_id: 15486 has a jaccard distance of 0.05882352941176472 with uk_id: 13030 from the name column
15488,13024,ofac_id: 15488 has a jaccard distance of 0.0 with uk_id: 13024 from the name column
15527,12812,ofac_id: 15527 has a jaccard distance of 0.0 with uk_id: 12812 from the name column
15550,12647,ofac_id: 15550 has a jaccard distance of 0.0 with uk_id: 12647 from the name column
15552,11780,ofac_id: 15552 has a jaccard distance of 0.0 with uk_id: 11780 from the name column
15553,12646,ofac_id: 15553 has a jaccard distance of 0.0 with uk_id: 12646 from the name column
15564,12255,ofac_id: 15564 has a jaccard distance of 0.09999999999999998 with uk_id: 12255 from the name column
15566,12781,ofac_id: 15566 has a jaccard distance of 0.10526315789473684 with uk_id: 12781 from the name column
15567,12782,ofac_id: 15567 has a jaccard distance of 0.17647058823529416 with uk_id: 12782 from the name column
15570,9049,ofac_id: 15570 has a jaccard distance of 0.0 with uk_id: 9049 from the name column
15580,12814,ofac_id: 15580 has a jaccard distance of 0.11111111111111116 with uk_id: 12814 from the name column
15590,13134,ofac_id: 15590 has a jaccard distance of 0.0 with uk_id: 13134 from the name column
15630,12830,ofac_id: 15630 has a jaccard distance of 0.0 with uk_id: 12830 from the name column
15638,12840,ofac_id: 15638 has a jaccard distance of 0.18604651162790697 with uk_id: 12840 from the name column
15648,12492,ofac_id: 15648 has a jaccard distance of 0.050000000000000044 with uk_id: 12492 from the name column
15651,11130,ofac_id: 15651 has a jaccard distance of 0.21212121212121215 with uk_id: 11130 from the name column
15657,12846,ofac_id: 15657 has a jaccard distance of 0.16666666666666663 with uk_id: 12846 from the name column
15666,12847,ofac_id: 15666 has a jaccard distance of 0.032258064516129004 with uk_id: 12847 from the name column
15717,12839,ofac_id: 15717 has a jaccard distance of 0.08333333333333337 with uk_id: 12839 from the name column
15718,12838,ofac_id: 15718 has a jaccard distance of 0.0 with uk_id: 12838 from the name column
15771,11034,ofac_id: 15771 has a jaccard distance of 0.0 with uk_id: 11034 from the name column
15832,12862,ofac_id: 15832 has a jaccard distance of 0.0 with uk_id: 12862 from the name column
15881,13862,ofac_id: 15881 has a jaccard distance of 0.0 with uk_id: 13862 from the name column
15885,13886,ofac_id: 15885 has a jaccard distance of 0.0 with uk_id: 13886 from the name column
15888,13870,ofac_id: 15888 has a jaccard distance of 0.0 with uk_id: 13870 from the name column
15891,13881,ofac_id: 15891 has a jaccard distance of 0.1428571428571429 with uk_id: 13881 from the name column
15892,13864,ofac_id: 15892 has a jaccard distance of 0.0 with uk_id: 13864 from the name column
15893,13854,ofac_id: 15893 has a jaccard distance of 0.0 with uk_id: 13854 from the name column
15894,13883,ofac_id: 15894 has a jaccard distance of 0.0 with uk_id: 13883 from the name column
15896,13878,ofac_id: 15896 has a jaccard distance of 0.15000000000000002 with uk_id: 13878 from the name column
15897,13887,ofac_id: 15897 has a jaccard distance of 0.0 with uk_id: 13887 from the name column
15898,13858,ofac_id: 15898 has a jaccard distance of 0.09999999999999998 with uk_id: 13858 from the name column
15909,12820,ofac_id: 15909 has a jaccard distance of 0.125 with uk_id: 12820 from the name column
16000,12890,ofac_id: 16000 has a jaccard distance of 0.052631578947368474 with uk_id: 12890 from the name column
16083,13424,ofac_id: 16083 has a jaccard distance of 0.11111111111111116 with uk_id: 13424 from the name column
16084,13420,ofac_id: 16084 has a jaccard distance of 0.16666666666666663 with uk_id: 13420 from the name column
16086,13431,ofac_id: 16086 has a jaccard distance of 0.052631578947368474 with uk_id: 13431 from the name column
16225,12886,ofac_id: 16225 has a jaccard distance of 0.0 with uk_id: 12886 from the name column
16228,12996,ofac_id: 16228 has a jaccard distance of 0.0 with uk_id: 12996 from the name column
16229,12986,ofac_id: 16229 has a jaccard distance of 0.0 with uk_id: 12986 from the name column
16230,12991,ofac_id: 16230 has a jaccard distance of 0.0 with uk_id: 12991 from the name column
16231,12989,ofac_id: 16231 has a jaccard distance of 0.0 with uk_id: 12989 from the name column
16232,12990,ofac_id: 16232 has a jaccard distance of 0.0 with uk_id: 12990 from the name column
16280,12884,ofac_id: 16280 has a jaccard distance of 0.0625 with uk_id: 12884 from the name column
16393,13865,ofac_id: 16393 has a jaccard distance of 0.0 with uk_id: 13865 from the name column
16394,13852,ofac_id: 16394 has a jaccard distance of 0.0 with uk_id: 13852 from the name column
16395,13860,ofac_id: 16395 has a jaccard distance of 0.04166666666666663 with uk_id: 13860 from the name column
16396,13859,ofac_id: 16396 has a jaccard distance of 0.0 with uk_id: 13859 from the name column
16431,13877,ofac_id: 16431 has a jaccard distance of 0.0 with uk_id: 13877 from the name column
16436,11203,ofac_id: 16436 has a jaccard distance of 0.11764705882352944 with uk_id: 11203 from the name column
16477,13140,ofac_id: 16477 has a jaccard distance of 0.24137931034482762 with uk_id: 13140 from the name column
16498,13136,ofac_id: 16498 has a jaccard distance of 0.03125 with uk_id: 13136 from the name column
16517,13145,ofac_id: 16517 has a jaccard distance of 0.0 with uk_id: 13145 from the name column
16518,13144,ofac_id: 16518 has a jaccard distance of 0.0 with uk_id: 13144 from the name column
16519,13146,ofac_id: 16519 has a jaccard distance of 0.0 with uk_id: 13146 from the name column
16642,12922,ofac_id: 16642 has a jaccard distance of 0.0 with uk_id: 12922 from the name column
16646,12195,ofac_id: 16646 has a jaccard distance of 0.0 with uk_id: 12195 from the name column
16648,12923,ofac_id: 16648 has a jaccard distance of 0.09375 with uk_id: 12923 from the name column
16649,12935,ofac_id: 16649 has a jaccard distance of 0.0 with uk_id: 12935 from the name column
16651,13266,ofac_id: 16651 has a jaccard distance of 0.0 with uk_id: 13266 from the name column
16655,12937,ofac_id: 16655 has a jaccard distance of 0.0 with uk_id: 12937 from the name column
16660,12943,ofac_id: 16660 has a jaccard distance of 0.0 with uk_id: 12943 from the name column
16664,12912,ofac_id: 16664 has a jaccard distance of 0.0 with uk_id: 12912 from the name column
16665,12913,ofac_id: 16665 has a jaccard distance of 0.0 with uk_id: 12913 from the name column
16668,12920,ofac_id: 16668 has a jaccard distance of 0.0 with uk_id: 12920 from the name column
16670,12919,ofac_id: 16670 has a jaccard distance of 0.0 with uk_id: 12919 from the name column
16673,12915,ofac_id: 16673 has a jaccard distance of 0.0 with uk_id: 12915 from the name column
16674,12917,ofac_id: 16674 has a jaccard distance of 0.0 with uk_id: 12917 from the name column
16678,12926,ofac_id: 16678 has a jaccard distance of 0.0 with uk_id: 12926 from the name column
16680,13075,ofac_id: 16680 has a jaccard distance of 0.12 with uk_id: 13075 from the name column
16708,13124,ofac_id: 16708 has a jaccard distance of 0.0 with uk_id: 13124 from the name column
16715,12927,ofac_id: 16715 has a jaccard distance of 0.0 with uk_id: 12927 from the name column
16721,12896,ofac_id: 16721 has a jaccard distance of 0.0 with uk_id: 12896 from the name column
16724,12999,ofac_id: 16724 has a jaccard distance of 0.1333333333333333 with uk_id: 12999 from the name column
16753,12924,ofac_id: 16753 has a jaccard distance of 0.0 with uk_id: 12924 from the name column
16759,12933,ofac_id: 16759 has a jaccard distance of 0.1071428571428571 with uk_id: 12933 from the name column
16760,12929,ofac_id: 16760 has a jaccard distance of 0.18181818181818177 with uk_id: 12929 from the name column
16908,13028,ofac_id: 16908 has a jaccard distance of 0.16666666666666663 with uk_id: 13028 from the name column
16909,13029,ofac_id: 16909 has a jaccard distance of 0.050000000000000044 with uk_id: 13029 from the name column
16912,13022,ofac_id: 16912 has a jaccard distance of 0.0 with uk_id: 13022 from the name column
16917,12956,ofac_id: 16917 has a jaccard distance of 0.0 with uk_id: 12956 from the name column
16934,13971,ofac_id: 16934 has a jaccard distance of 0.0 with uk_id: 13971 from the name column
16934,12953,ofac_id: 16934 has a jaccard distance of 0.0 with uk_id: 12953 from the name column
16936,13065,ofac_id: 16936 has a jaccard distance of 0.0 with uk_id: 13065 from the name column
16938,12952,ofac_id: 16938 has a jaccard distance of 0.0 with uk_id: 12952 from the name column
16949,12969,ofac_id: 16949 has a jaccard distance of 0.0 with uk_id: 12969 from the name column
16961,12964,ofac_id: 16961 has a jaccard distance of 0.0 with uk_id: 12964 from the name column
16996,12801,ofac_id: 16996 has a jaccard distance of 0.07692307692307687 with uk_id: 12801 from the name column
16997,12799,ofac_id: 16997 has a jaccard distance of 0.11111111111111116 with uk_id: 12799 from the name column
17019,13045,ofac_id: 17019 has a jaccard distance of 0.16000000000000003 with uk_id: 13045 from the name column
17048,13128,ofac_id: 17048 has a jaccard distance of 0.0 with uk_id: 13128 from the name column
17065,13048,ofac_id: 17065 has a jaccard distance of 0.24242424242424243 with uk_id: 13048 from the name column
17068,13143,ofac_id: 17068 has a jaccard distance of 0.11111111111111116 with uk_id: 13143 from the name column
17083,12971,ofac_id: 17083 has a jaccard distance of 0.125 with uk_id: 12971 from the name column
17123,13093,ofac_id: 17123 has a jaccard distance of 0.0 with uk_id: 13093 from the name column
17150,13269,ofac_id: 17150 has a jaccard distance of 0.0 with uk_id: 13269 from the name column
17166,13132,ofac_id: 17166 has a jaccard distance of 0.0 with uk_id: 13132 from the name column
17185,13089,ofac_id: 17185 has a jaccard distance of 0.0 with uk_id: 13089 from the name column
17188,13012,ofac_id: 17188 has a jaccard distance of 0.0 with uk_id: 13012 from the name column
17242,12486,ofac_id: 17242 has a jaccard distance of 0.0357142857142857 with uk_id: 12486 from the name column
17243,12483,ofac_id: 17243 has a jaccard distance of 0.06666666666666665 with uk_id: 12483 from the name column
17244,12485,ofac_id: 17244 has a jaccard distance of 0.09090909090909094 with uk_id: 12485 from the name column
17245,12484,ofac_id: 17245 has a jaccard distance of 0.052631578947368474 with uk_id: 12484 from the name column
17261,12977,ofac_id: 17261 has a jaccard distance of 0.0 with uk_id: 12977 from the name column
17265,13067,ofac_id: 17265 has a jaccard distance of 0.0 with uk_id: 13067 from the name column
17267,13021,ofac_id: 17267 has a jaccard distance of 0.0 with uk_id: 13021 from the name column
17269,13241,ofac_id: 17269 has a jaccard distance of 0.19999999999999996 with uk_id: 13241 from the name column
17280,13320,ofac_id: 17280 has a jaccard distance of 0.0 with uk_id: 13320 from the name column
17282,13292,ofac_id: 17282 has a jaccard distance of 0.0 with uk_id: 13292 from the name column
17284,13147,ofac_id: 17284 has a jaccard distance of 0.0 with uk_id: 13147 from the name column
17294,13321,ofac_id: 17294 has a jaccard distance of 0.0 with uk_id: 13321 from the name column
17296,13315,ofac_id: 17296 has a jaccard distance of 0.0 with uk_id: 13315 from the name column
17299,13323,ofac_id: 17299 has a jaccard distance of 0.052631578947368474 with uk_id: 13323 from the name column
17301,13066,ofac_id: 17301 has a jaccard distance of 0.0 with uk_id: 13066 from the name column
17320,12992,ofac_id: 17320 has a jaccard distance of 0.0 with uk_id: 12992 from the name column
17321,12988,ofac_id: 17321 has a jaccard distance of 0.0 with uk_id: 12988 from the name column
17326,12713,ofac_id: 17326 has a jaccard distance of 0.0 with uk_id: 12713 from the name column
17368,13191,ofac_id: 17368 has a jaccard distance of 0.1578947368421053 with uk_id: 13191 from the name column
17386,13190,ofac_id: 17386 has a jaccard distance of 0.0 with uk_id: 13190 from the name column
17426,13017,ofac_id: 17426 has a jaccard distance of 0.22580645161290325 with uk_id: 13017 from the name column
17546,13875,ofac_id: 17546 has a jaccard distance of 0.0 with uk_id: 13875 from the name column
17547,13872,ofac_id: 17547 has a jaccard distance of 0.0 with uk_id: 13872 from the name column
17614,12439,ofac_id: 17614 has a jaccard distance of 0.0 with uk_id: 12439 from the name column
17620,13529,ofac_id: 17620 has a jaccard distance of 0.23076923076923073 with uk_id: 13529 from the name column
17627,13331,ofac_id: 17627 has a jaccard distance of 0.2222222222222222 with uk_id: 13331 from the name column
17668,13246,ofac_id: 17668 has a jaccard distance of 0.0 with uk_id: 13246 from the name column
17754,13063,ofac_id: 17754 has a jaccard distance of 0.2272727272727273 with uk_id: 13063 from the name column
17755,13078,ofac_id: 17755 has a jaccard distance of 0.03703703703703709 with uk_id: 13078 from the name column
17807,13694,ofac_id: 17807 has a jaccard distance of 0.12903225806451613 with uk_id: 13694 from the name column
17808,13583,ofac_id: 17808 has a jaccard distance of 0.0 with uk_id: 13583 from the name column
17810,13581,ofac_id: 17810 has a jaccard distance of 0.0 with uk_id: 13581 from the name column
18007,14067,ofac_id: 18007 has a jaccard distance of 0.0 with uk_id: 14067 from the name column
18008,13150,ofac_id: 18008 has a jaccard distance of 0.0 with uk_id: 13150 from the name column
18050,13442,ofac_id: 18050 has a jaccard distance of 0.1428571428571429 with uk_id: 13442 from the name column
18225,13263,ofac_id: 18225 has a jaccard distance of 0.2222222222222222 with uk_id: 13263 from the name column
18226,13264,ofac_id: 18226 has a jaccard distance of 0.0 with uk_id: 13264 from the name column
18427,13271,ofac_id: 18427 has a jaccard distance of 0.0 with uk_id: 13271 from the name column
18428,13272,ofac_id: 18428 has a jaccard distance of 0.0 with uk_id: 13272 from the name column
18554,13662,ofac_id: 18554 has a jaccard distance of 0.08333333333333337 with uk_id: 13662 from the name column
18568,13487,ofac_id: 18568 has a jaccard distance of 0.11363636363636365 with uk_id: 13487 from the name column
18591,13317,ofac_id: 18591 has a jaccard distance of 0.0 with uk_id: 13317 from the name column
18603,13319,ofac_id: 18603 has a jaccard distance of 0.0 with uk_id: 13319 from the name column
18621,13354,ofac_id: 18621 has a jaccard distance of 0.0 with uk_id: 13354 from the name column
18633,13290,ofac_id: 18633 has a jaccard distance of 0.0 with uk_id: 13290 from the name column
18634,13313,ofac_id: 18634 has a jaccard distance of 0.0 with uk_id: 13313 from the name column
18635,13289,ofac_id: 18635 has a jaccard distance of 0.15384615384615385 with uk_id: 13289 from the name column
18637,13291,ofac_id: 18637 has a jaccard distance of 0.0 with uk_id: 13291 from the name column
18642,13301,ofac_id: 18642 has a jaccard distance of 0.11111111111111116 with uk_id: 13301 from the name column
18651,13297,ofac_id: 18651 has a jaccard distance of 0.0 with uk_id: 13297 from the name column
18655,12963,ofac_id: 18655 has a jaccard distance of 0.0 with uk_id: 12963 from the name column
18656,13182,ofac_id: 18656 has a jaccard distance of 0.0 with uk_id: 13182 from the name column
18966,13059,ofac_id: 18966 has a jaccard distance of 0.2272727272727273 with uk_id: 13059 from the name column
18996,13232,ofac_id: 18996 has a jaccard distance of 0.0 with uk_id: 13232 from the name column
19030,13097,ofac_id: 19030 has a jaccard distance of 0.0 with uk_id: 13097 from the name column
19035,13174,ofac_id: 19035 has a jaccard distance of 0.0 with uk_id: 13174 from the name column
19099,13853,ofac_id: 19099 has a jaccard distance of 0.0 with uk_id: 13853 from the name column
19100,13345,ofac_id: 19100 has a jaccard distance of 0.045454545454545414 with uk_id: 13345 from the name column
19128,13309,ofac_id: 19128 has a jaccard distance of 0.0 with uk_id: 13309 from the name column
19129,13308,ofac_id: 19129 has a jaccard distance of 0.0 with uk_id: 13308 from the name column
19268,13868,ofac_id: 19268 has a jaccard distance of 0.0 with uk_id: 13868 from the name column
19488,13338,ofac_id: 19488 has a jaccard distance of 0.2222222222222222 with uk_id: 13338 from the name column
19489,13541,ofac_id: 19489 has a jaccard distance of 0.13043478260869568 with uk_id: 13541 from the name column
19492,13339,ofac_id: 19492 has a jaccard distance of 0.03448275862068961 with uk_id: 13339 from the name column
19493,13342,ofac_id: 19493 has a jaccard distance of 0.040000000000000036 with uk_id: 13342 from the name column
19497,13540,ofac_id: 19497 has a jaccard distance of 0.16666666666666663 with uk_id: 13540 from the name column
19498,13257,ofac_id: 19498 has a jaccard distance of 0.0 with uk_id: 13257 from the name column
19508,13426,ofac_id: 19508 has a jaccard distance of 0.0 with uk_id: 13426 from the name column
19509,13425,ofac_id: 19509 has a jaccard distance of 0.03448275862068961 with uk_id: 13425 from the name column
19530,13343,ofac_id: 19530 has a jaccard distance of 0.02564102564102566 with uk_id: 13343 from the name column
19613,13551,ofac_id: 19613 has a jaccard distance of 0.02857142857142858 with uk_id: 13551 from the name column
19629,13427,ofac_id: 19629 has a jaccard distance of 0.027027027027026973 with uk_id: 13427 from the name column
19630,13428,ofac_id: 19630 has a jaccard distance of 0.03125 with uk_id: 13428 from the name column
19790,13900,ofac_id: 19790 has a jaccard distance of 0.21999999999999997 with uk_id: 13900 from the name column
19850,13448,ofac_id: 19850 has a jaccard distance of 0.0 with uk_id: 13448 from the name column
19929,13379,ofac_id: 19929 has a jaccard distance of 0.0 with uk_id: 13379 from the name column
19930,13378,ofac_id: 19930 has a jaccard distance of 0.0 with uk_id: 13378 from the name column
20029,13701,ofac_id: 20029 has a jaccard distance of 0.0714285714285714 with uk_id: 13701 from the name column
20123,13542,ofac_id: 20123 has a jaccard distance of 0.032258064516129004 with uk_id: 13542 from the name column
20124,13472,ofac_id: 20124 has a jaccard distance of 0.19999999999999996 with uk_id: 13472 from the name column
20125,13475,ofac_id: 20125 has a jaccard distance of 0.16666666666666663 with uk_id: 13475 from the name column
20239,13376,ofac_id: 20239 has a jaccard distance of 0.0 with uk_id: 13376 from the name column
20240,13377,ofac_id: 20240 has a jaccard distance of 0.0 with uk_id: 13377 from the name column
20250,13679,ofac_id: 20250 has a jaccard distance of 0.1333333333333333 with uk_id: 13679 from the name column
20272,13100,ofac_id: 20272 has a jaccard distance of 0.0 with uk_id: 13100 from the name column
